"DexNumber","Name","Form","Type1","Type2","HP","Attack","Defense","SpAttack","SpDefense","Speed","Ability1","Ability2","HiddenAbility","Weight","Height","ApiId","Moves"
"512","simisage","","grass","","75","98","63","98","63","101","gluttony","overgrow","","305","11","512","acrobatics,attract,belch,bite,brick-break,bullet-seed,crunch,dig,endure,energy-ball,facade,fake-out,fling,focus-blast,giga-drain,giga-impact,grass-knot,grassy-glide,gunk-shot,helping-hand,hyper-beam,iron-tail,leaf-storm,leech-seed,low-kick,low-sweep,nasty-plot,payback,protect,recycle,rest,rock-slide,rock-tomb,round,seed-bomb,shadow-claw,sleep-talk,snore,solar-beam,solar-blade,stuff-cheeks,substitute,sunny-day,superpower,taunt,thief,throat-chop,torment,trailblaze,uproar"
"514","simisear","","fire","","75","98","63","98","63","101","gluttony","blaze","","280","10","514","acrobatics,amnesia,attract,belch,bite,blaze-kick,brick-break,burning-jealousy,crunch,dig,endure,facade,fake-out,fire-blast,fire-punch,fire-spin,flame-charge,flamethrower,flare-blitz,fling,focus-blast,giga-impact,grass-knot,gunk-shot,heat-wave,helping-hand,hyper-beam,iron-tail,low-kick,low-sweep,nasty-plot,overheat,payback,protect,recycle,rest,rock-slide,rock-tomb,round,scorching-sands,shadow-claw,sleep-talk,snore,solar-beam,stuff-cheeks,substitute,sunny-day,superpower,taunt,temper-flare,thief,throat-chop,uproar,will-o-wisp,yawn"
"516","simipour","","water","","75","98","63","98","63","101","gluttony","torrent","","290","10","516","acrobatics,aqua-ring,attract,belch,bite,blizzard,brick-break,chilling-water,crunch,dig,dive,endure,facade,fake-out,fling,flip-turn,focus-blast,giga-impact,grass-knot,gunk-shot,helping-hand,hydro-pump,hyper-beam,ice-beam,ice-punch,icy-wind,iron-tail,liquidation,low-kick,low-sweep,nasty-plot,payback,protect,rain-dance,recycle,rest,rock-slide,rock-tomb,round,scald,shadow-claw,sleep-talk,snore,stuff-cheeks,substitute,superpower,surf,taunt,thief,throat-chop,uproar,waterfall"
"530","excadrill","","ground","steel","110","135","60","50","65","88","sand-rush","sand-force","mold-breaker","404","7","530","iron-head,protect,high-horsepower,rock-slide,earthquake,fissure,aerial-ace,body-slam,brick-break,brutal-swing,bulldoze,crush-claw,curse,dig,double-edge,drill-run,earth-power,endure,facade,fling,focus-blast,giga-impact,helping-hand,horn-drill,hyper-beam,iron-defense,megahorn,metal-sound,mud-shot,mud-slap,poison-jab,rapid-spin,rest,rock-blast,rock-tomb,round,sand-tomb,sandstorm,scary-face,scorching-sands,shadow-claw,sleep-talk,sludge-bomb,smart-strike,snore,stealth-rock,steel-beam,stomping-tantrum,substitute,sunny-day,swords-dance,throat-chop,x-scissor"
"531","audino","","normal","","103","60","86","60","86","50","healer","regenerator","klutz","310","11","531","after-you,ally-switch,amnesia,attract,baby-doll-eyes,blizzard,body-slam,calm-mind,chilling-water,dazzling-gleam,dig,double-edge,drain-punch,draining-kiss,encore,endure,entrainment,facade,fire-blast,fire-punch,flamethrower,fling,giga-impact,grass-knot,heal-pulse,healing-wish,helping-hand,hyper-beam,hyper-voice,ice-beam,ice-punch,icy-wind,iron-tail,last-resort,life-dew,light-screen,low-kick,mega-kick,misty-terrain,protect,psychic,psyshock,rain-dance,reflect,rest,round,safeguard,shadow-ball,simple-beam,skill-swap,sleep-talk,snore,solar-beam,stomping-tantrum,substitute,sunny-day,surf,sweet-kiss,throat-chop,thunder,thunder-punch,thunder-wave,thunderbolt,trick-room,uproar,wild-charge,wish,yawn,zen-headbutt"
"534","conkeldurr","","fighting","","105","140","95","55","65","45","guts","sheer-force","iron-fist","870","14","534","attract,body-slam,brick-break,brutal-swing,bulk-up,bulldoze,close-combat,coaching,counter,curse,defog,detect,dig,double-edge,drain-punch,dynamic-punch,earthquake,endure,facade,fire-punch,fling,focus-blast,focus-energy,focus-punch,giga-impact,grass-knot,hammer-arm,hard-press,helping-hand,high-horsepower,hyper-beam,ice-punch,knock-off,low-kick,low-sweep,mach-punch,mega-kick,payback,poison-jab,protect,rain-dance,rest,reversal,rock-blast,rock-slide,rock-tomb,round,scary-face,sleep-talk,smack-down,snore,stomping-tantrum,stone-edge,substitute,sunny-day,superpower,taunt,thief,thunder-punch,upper-hand,wide-guard"
"547","whimsicott","","grass","fairy","60","67","85","77","75","116","prankster","infiltrator","chlorophyll","66","7","547","moonblast,tailwind,encore,protect,sunny-day,fake-tears,endeavor,light-screen,attract,beat-up,charm,cotton-guard,cotton-spore,dazzling-gleam,endure,energy-ball,facade,fling,giga-drain,giga-impact,grass-knot,grassy-glide,grassy-terrain,growth,helping-hand,hurricane,hyper-beam,leech-seed,memento,misty-terrain,play-rough,poison-powder,psychic,rest,round,safeguard,seed-bomb,shadow-ball,sleep-talk,snore,solar-beam,stun-spore,substitute,switcheroo,taunt,thief,tickle,trick-room,u-turn,worry-seed"
"553","krookodile","","ground","dark","95","117","80","65","70","92","intimidate","moxie","anger-point","963","15","553","aerial-ace,aqua-tail,assurance,beat-up,bite,body-slam,breaking-swipe,brick-break,brutal-swing,bulk-up,bulldoze,close-combat,counter,crunch,curse,dark-pulse,dig,double-edge,dragon-claw,dragon-pulse,dragon-tail,earth-power,earthquake,endeavor,endure,facade,fire-fang,fissure,fling,focus-blast,focus-energy,focus-punch,foul-play,giga-impact,grass-knot,gunk-shot,helping-hand,high-horsepower,hyper-beam,iron-head,iron-tail,knock-off,lash-out,low-kick,low-sweep,mega-kick,mud-shot,mud-slap,outrage,payback,power-trip,protect,rest,roar,rock-slide,rock-tomb,round,sand-tomb,sandstorm,scale-shot,scary-face,scorching-sands,shadow-claw,skitter-smack,sleep-talk,sludge-bomb,smack-down,snarl,snore,spite,stealth-rock,stomping-tantrum,stone-edge,substitute,superpower,swagger,taunt,thief,thrash,throat-chop,thunder-fang,torment,uproar"
"563","cofagrigus","","ghost","","58","50","145","95","105","30","mummy","","","765","17","563","ally-switch,attract,body-press,calm-mind,confuse-ray,curse,dark-pulse,destiny-bond,disable,endure,energy-ball,facade,fake-tears,giga-drain,giga-impact,grass-knot,guard-split,guard-swap,haze,hex,hyper-beam,imprison,iron-defense,mean-look,memento,nasty-plot,night-shade,payback,phantom-force,poltergeist,power-split,power-swap,protect,psychic,rain-dance,rest,round,safeguard,scary-face,self-destruct,shadow-ball,shadow-claw,shadow-punch,skill-swap,sleep-talk,snore,substitute,thief,toxic-spikes,trick,trick-room,will-o-wisp,wonder-room,zen-headbutt"
"569","garbodor","","poison","","80","95","82","60","82","75","stench","weak-armor","aftermath","1073","19","569","acid-spray,amnesia,ancient-power,attract,belch,body-press,body-slam,clear-smog,corrosive-gas,cross-poison,curse,dark-pulse,drain-punch,endure,explosion,facade,fling,focus-blast,giga-drain,giga-impact,gunk-shot,haze,hyper-beam,mud-shot,pain-split,payback,poison-jab,protect,psychic,rain-dance,recycle,rest,rock-blast,round,screech,seed-bomb,self-destruct,sleep-talk,sludge-bomb,sludge-wave,snore,solar-beam,spikes,stockpile,stomping-tantrum,substitute,sunny-day,swallow,thief,thunderbolt,toxic,toxic-spikes,venoshock"
"571","zoroark","","dark","","60","105","60","120","60","105","illusion","","","811","16","571","aerial-ace,agility,assurance,body-slam,bounce,brick-break,burning-jealousy,calm-mind,confuse-ray,counter,crunch,dark-pulse,detect,dig,encore,endure,extrasensory,facade,fake-tears,flamethrower,fling,focus-blast,foul-play,giga-impact,grass-knot,helping-hand,hex,hyper-beam,hyper-voice,imprison,knock-off,lash-out,low-kick,low-sweep,mega-kick,memento,nasty-plot,night-daze,night-shade,night-slash,pain-split,payback,protect,psych-up,psychic,rain-dance,rest,roar,round,scary-face,shadow-ball,shadow-claw,skitter-smack,sleep-talk,sludge-bomb,snarl,snore,spite,substitute,sucker-punch,sunny-day,swords-dance,taunt,thief,throat-chop,torment,toxic,trick,u-turn,uproar"
"571","zoroark-hisui","hisui","normal","ghost","60","105","60","120","60","105","illusion","","","730","16","10239","aerial-ace,agility,assurance,bitter-malice,body-slam,bounce,brick-break,burning-jealousy,calm-mind,comeuppance,confuse-ray,crunch,curse,dark-pulse,detect,dig,endure,extrasensory,facade,fake-tears,flamethrower,fling,focus-blast,focus-punch,foul-play,giga-impact,grass-knot,helping-hand,hex,hyper-beam,hyper-voice,icy-wind,imprison,knock-off,lash-out,low-kick,low-sweep,mega-kick,memento,nasty-plot,night-shade,pain-split,payback,phantom-force,poltergeist,protect,psych-up,psychic,rain-dance,rest,roar,round,scary-face,shadow-ball,shadow-claw,shadow-sneak,skitter-smack,sleep-talk,sludge-bomb,snarl,snore,snowscape,spite,substitute,swords-dance,taunt,thief,throat-chop,torment,trick,u-turn,uproar,will-o-wisp"
"579","reuniclus","","psychic","","110","65","75","125","85","30","overcoat","magic-guard","regenerator","201","10","579","acid-armor,ally-switch,attract,body-slam,calm-mind,charm,confuse-ray,drain-punch,encore,endeavor,endure,energy-ball,expanding-force,facade,fire-punch,flash-cannon,fling,focus-blast,focus-punch,future-sight,giga-impact,grass-knot,gravity,guard-swap,gyro-ball,hammer-arm,helping-hand,hyper-beam,ice-punch,imprison,iron-defense,knock-off,light-screen,night-shade,pain-split,power-swap,protect,psych-up,psychic,psychic-noise,psychic-terrain,psyshock,rain-dance,recover,reflect,rest,rock-slide,rock-tomb,round,safeguard,shadow-ball,skill-swap,sleep-talk,snore,steel-roller,stored-power,substitute,sunny-day,superpower,thunder,thunder-punch,thunder-wave,trick,trick-room,wonder-room,zen-headbutt"
"584","vanilluxe","","ice","","71","95","85","110","95","79","ice-body","snow-warning","weak-armor","575","13","584","acid-armor,ally-switch,attract,aurora-veil,avalanche,beat-up,blizzard,chilling-water,endure,explosion,facade,flash-cannon,freeze-dry,frost-breath,giga-impact,hyper-beam,hyper-voice,ice-beam,ice-shard,ice-spinner,icicle-crash,icicle-spear,icy-wind,imprison,iron-defense,light-screen,magnet-rise,mirror-coat,protect,rain-dance,rest,round,self-destruct,sheer-cold,sleep-talk,snore,snowscape,substitute,taunt,uproar,weather-ball"
"587","emolga","","electric","flying","55","75","60","75","60","103","static","motor-drive","","50","4","587","acrobatics,agility,air-slash,attract,baton-pass,charge,charge-beam,charm,covet,defog,discharge,double-team,dual-wingbeat,eerie-impulse,electro-ball,electroweb,encore,endure,energy-ball,facade,fling,helping-hand,iron-tail,light-screen,nuzzle,pounce,protect,quick-attack,rain-dance,rest,rising-voltage,roost,round,sleep-talk,snore,solar-beam,speed-swap,substitute,taunt,thunder,thunder-wave,thunderbolt,tickle,u-turn,volt-switch,wild-charge"
"609","chandelure","","ghost","fire","60","55","90","145","90","80","flash-fire","flame-body","infiltrator","343","10","609","acid-armor,burning-jealousy,calm-mind,clear-smog,confuse-ray,curse,dark-pulse,double-team,endure,energy-ball,facade,fire-blast,fire-spin,flame-charge,flamethrower,flare-blitz,giga-impact,haze,heat-wave,hex,hyper-beam,imprison,inferno,lash-out,memento,minimize,mystical-fire,night-shade,overheat,pain-split,payback,poltergeist,power-split,protect,psych-up,psychic,rest,round,safeguard,shadow-ball,skitter-smack,sleep-talk,snore,solar-beam,spite,substitute,sunny-day,taunt,temper-flare,thief,trailblaze,trick,trick-room,will-o-wisp"
"614","beartic","","ice","","95","130","80","70","80","50","snow-cloak","slush-rush","swift-swim","2600","26","614","aerial-ace,aqua-jet,assurance,avalanche,blizzard,body-press,body-slam,brick-break,bulk-up,bulldoze,charm,chilling-water,close-combat,crunch,curse,dig,dive,double-edge,earthquake,encore,endeavor,endure,facade,flail,fling,focus-blast,focus-punch,frost-breath,giga-impact,grass-knot,hard-press,heavy-slam,hyper-beam,ice-beam,ice-fang,ice-punch,icicle-crash,icicle-spear,icy-wind,liquidation,low-kick,mega-kick,mud-shot,mud-slap,night-slash,play-rough,protect,rain-dance,rest,reversal,roar,rock-slide,rock-tomb,round,scary-face,shadow-claw,sheer-cold,sleep-talk,snarl,snore,snowscape,stone-edge,substitute,superpower,surf,swagger,swords-dance,taunt,thief,thrash,throat-chop,trailblaze,water-pulse,x-scissor,yawn"
"618","stunfisk","","ground","electric","109","66","84","81","99","32","static","limber","sand-veil","110","7","618","attract,bounce,bulldoze,charge,curse,dig,discharge,earth-power,earthquake,eerie-impulse,electric-terrain,electroweb,endure,facade,fissure,flail,foul-play,lash-out,mud-shot,mud-slap,muddy-water,pain-split,payback,protect,rain-dance,reflect-type,rest,rock-slide,rock-tomb,round,sandstorm,scald,sleep-talk,sludge-bomb,sludge-wave,snore,spite,stealth-rock,stomping-tantrum,stone-edge,substitute,sucker-punch,surf,thunder,thunder-wave,thunderbolt,uproar,yawn"
"618","stunfisk-galar","galar","ground","steel","109","81","99","66","84","32","mimicry","","","205","7","10180","attract,bind,bounce,bulldoze,counter,crunch,curse,dig,earth-power,earthquake,endure,facade,fissure,flail,flash-cannon,foul-play,ice-fang,iron-defense,lash-out,metal-sound,mud-shot,mud-slap,muddy-water,pain-split,payback,protect,rain-dance,reflect-type,rest,rock-slide,rock-tomb,round,sandstorm,scald,screech,sleep-talk,sludge-bomb,sludge-wave,snap-trap,snore,spite,stealth-rock,steel-beam,stomping-tantrum,stone-edge,substitute,sucker-punch,surf,terrain-pulse,thunder-wave,uproar,yawn"
"623","golurk","","ground","ghost","89","124","80","55","80","55","iron-fist","klutz","no-guard","3300","28","623","headlong-rush,poltergeist,protect,hammer-arm,rock-slide,body-press,body-slam,brick-break,bulldoze,charge-beam,close-combat,confuse-ray,curse,dig,double-edge,drain-punch,dynamic-punch,earth-power,earthquake,endure,facade,fire-punch,flash-cannon,fling,fly,focus-blast,focus-punch,giga-impact,grass-knot,gravity,gyro-ball,hard-press,heat-crash,heavy-slam,helping-hand,hex,high-horsepower,hyper-beam,ice-beam,ice-punch,icy-wind,imprison,iron-defense,iron-head,knock-off,low-kick,low-sweep,mega-kick,mud-slap,night-shade,phantom-force,psych-up,psychic,rain-dance,reflect,rest,rock-tomb,round,sandstorm,scorching-sands,self-destruct,shadow-ball,shadow-punch,sleep-talk,smack-down,snore,solar-beam,stealth-rock,stomping-tantrum,stone-edge,substitute,sunny-day,superpower,thief,thunder-punch,thunderbolt,trick,zen-headbutt"
"635","hydreigon","","dark","dragon","92","105","90","125","90","98","levitate","","","1600","18","635","dark-pulse,draco-meteor,earth-power,protect,acrobatics,assurance,beat-up,belch,bite,body-slam,breaking-swipe,brutal-swing,bulldoze,crunch,double-hit,dragon-cheer,dragon-dance,dragon-pulse,dragon-rush,dragon-tail,dual-wingbeat,earthquake,endure,facade,fire-blast,fire-fang,fire-spin,flamethrower,flash-cannon,fly,focus-blast,focus-energy,giga-impact,head-smash,heat-wave,helping-hand,hydro-pump,hyper-beam,hyper-voice,ice-fang,iron-tail,lash-out,nasty-plot,outrage,payback,psych-up,rain-dance,reflect,rest,roar,rock-slide,rock-tomb,round,scale-shot,scary-face,screech,sleep-talk,snarl,snore,spite,stealth-rock,steel-wing,stomping-tantrum,stone-edge,substitute,sunny-day,superpower,surf,tailwind,taunt,thief,throat-chop,thunder-fang,thunder-wave,tri-attack,u-turn,uproar,zen-headbutt"
"637","volcarona","","bug","fire","85","60","65","135","105","100","flame-body","swarm","","460","16","637","heat-wave,quiver-dance,bug-buzz,giga-drain,protect,rage-powder,acrobatics,air-cutter,air-slash,amnesia,body-slam,bug-bite,calm-mind,double-edge,dual-wingbeat,endure,facade,fiery-dance,fire-blast,fire-spin,flame-charge,flamethrower,flare-blitz,fly,giga-impact,hurricane,hyper-beam,leech-life,light-screen,lunge,morning-sun,mystical-fire,overheat,poison-jab,pounce,psychic,rain-dance,rest,round,safeguard,screech,skitter-smack,sleep-talk,snore,solar-beam,string-shot,struggle-bug,substitute,sunny-day,tailwind,thrash,trailblaze,u-turn,whirlwind,wild-charge,will-o-wisp,zen-headbutt"
"652","chesnaught","","grass","fighting","88","107","122","74","75","64","overgrow","bulletproof","","900","16","652","aerial-ace,belly-drum,bite,body-press,body-slam,brick-break,bulk-up,bulldoze,bullet-seed,close-combat,coaching,crunch,curse,dig,double-edge,dragon-claw,drain-punch,earthquake,endeavor,endure,energy-ball,facade,feint,fling,focus-blast,focus-punch,frenzy-plant,giga-drain,giga-impact,grass-knot,grassy-glide,grassy-terrain,growth,gyro-ball,hammer-arm,helping-hand,high-horsepower,hyper-beam,iron-defense,iron-head,iron-tail,knock-off,leaf-storm,leech-seed,low-kick,low-sweep,mud-shot,mud-slap,pain-split,payback,pin-missile,poison-jab,protect,quick-guard,rain-dance,reflect,rest,reversal,roar,rock-slide,rock-tomb,round,scary-face,seed-bomb,shadow-claw,sleep-talk,sludge-bomb,smack-down,snore,solar-beam,spikes,spiky-shield,steel-roller,stomping-tantrum,stone-edge,substitute,sunny-day,super-fang,superpower,swords-dance,synthesis,taunt,thunder-punch,trailblaze,wide-guard,wood-hammer,zen-headbutt"
"655","delphox","","fire","psychic","75","69","72","114","100","104","blaze","magician","","390","15","655","heat-wave,psychic,protect,substitute,calm-mind,encore,grass-knot,agility,blast-burn,burning-jealousy,charm,confuse-ray,copycat,dazzling-gleam,double-team,endure,expanding-force,facade,fire-blast,fire-punch,fire-spin,flame-charge,flamethrower,flare-blitz,focus-blast,foul-play,future-sight,giga-impact,helping-hand,hex,howl,hyper-beam,hyper-voice,hypnosis,imprison,iron-tail,light-screen,low-kick,magic-room,mud-shot,mud-slap,mystical-fire,nasty-plot,night-shade,overheat,psych-up,psychic-noise,psychic-terrain,psyshock,rain-dance,reflect,rest,role-play,round,safeguard,scorching-sands,shadow-ball,skill-swap,sleep-talk,snore,solar-beam,stored-power,sunny-day,switcheroo,thief,thunder-punch,trick,trick-room,will-o-wisp,wish,wonder-room,zen-headbutt"
"658","greninja","","water","dark","72","95","67","103","71","122","torrent","protean","","400","15","658","dark-pulse,hydro-pump,ice-beam,protect,acrobatics,aerial-ace,blizzard,bounce,brick-break,brutal-swing,chilling-water,counter,dig,dive,double-team,endure,extrasensory,facade,fling,flip-turn,giga-impact,grass-knot,gunk-shot,haze,helping-hand,hydro-cannon,hyper-beam,ice-punch,icy-wind,liquidation,low-kick,low-sweep,mud-shot,mud-slap,night-slash,quick-attack,rain-dance,rest,rock-slide,rock-tomb,role-play,round,shadow-sneak,skitter-smack,sleep-talk,sludge-wave,smack-down,snore,snowscape,spikes,substitute,surf,switcheroo,swords-dance,taunt,thief,toxic-spikes,trailblaze,u-turn,upper-hand,water-pulse,water-shuriken,waterfall,weather-ball"
